<TICKER>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20170102,0000,1.05194,1.05203,1.05176,1.05193,17
20170102,0100,1.05193,1.05217,1.05178,1.05196,92
20170102,0200,1.05188,1.05196,1.05138,1.05153,268
20170102,0300,1.05154,1.05195,1.05138,1.05158,2243
20170102,0400,1.05165,1.05183,1.05139,1.05141,289
20170102,0500,1.05140,1.05168,1.05091,1.05104,60
20170102,0600,1.05104,1.05154,1.05088,1.05130,131
20170102,0700,1.05130,1.05226,1.05113,1.05143,3508
20170102,0800,1.05144,1.05167,1.04846,1.04877,5929
20170102,0900,1.04878,1.04910,1.04749,1.04857,8536
20170102,1000,1.04856,1.04881,1.04760,1.04796,6674
20170102,1100,1.04795,1.04804,1.04753,1.04775,1589
20170102,1200,1.04775,1.04775,1.04638,1.04646,2398
20170102,1300,1.04643,1.04681,1.04599,1.04645,3659
20170102,1400,1.04646,1.04749,1.04626,1.04707,2958
20170102,1500,1.04707,1.04729,1.04608,1.04679,7752
20170102,1600,1.04681,1.04759,1.04633,1.04672,1232
20170102,1700,1.04672,1.04674,1.04603,1.04634,637
20170102,1800,1.04646,1.04658,1.04587,1.04589,6476
20170102,1900,1.04592,1.04630,1.04568,1.04580,2526
20170102,2000,1.04579,1.04588,1.04550,1.04578,3065
20170102,2100,1.04581,1.04582,1.04490,1.04518,8812
20170102,2200,1.04525,1.04693,1.04513,1.04602,838
20170102,2300,1.04603,1.04695,1.04540,1.04561,7202
20170103,0000,1.04561,1.04699,1.04560,1.04651,3963
20170103,0100,1.04650,1.04795,1.04632,1.04745,5009
20170103,0200,1.04745,1.04768,1.04695,1.04707,4684
20170103,0300,1.04706,1.04836,1.04700,1.04836,3933
20170103,0400,1.04835,1.04887,1.04805,1.04871,2739
20170103,0500,1.04871,1.04889,1.04801,1.04809,3255
20170103,0600,1.04809,1.04879,1.04797,1.04868,3361
20170103,0700,1.04867,1.04874,1.04523,1.04591,8063
20170103,0800,1.04592,1.04649,1.04195,1.04338,10168
20170103,0900,1.04339,1.04350,1.03990,1.04007,9979
20170103,1000,1.04007,1.04153,1.03948,1.03953,7830
20170103,1100,1.03952,1.03985,1.03801,1.03930,8899
20170103,1200,1.03930,1.03931,1.03739,1.03877,8304
20170103,1300,1.03878,1.03907,1.03806,1.03902,6897
20170103,1400,1.03903,1.04068,1.03835,1.03873,7716
20170103,1500,1.03874,1.03889,1.03391,1.03831,14670
20170103,1600,1.03832,1.04324,1.03773,1.04140,13605
20170103,1700,1.04138,1.04272,1.04089,1.04258,5605
20170103,1800,1.04258,1.04304,1.04123,1.04139,5097
20170103,1900,1.04138,1.04139,1.04042,1.04096,3942
20170103,2000,1.04093,1.04160,1.04009,1.04011,4252
20170103,2100,1.04012,1.04059,1.04004,1.04039,2489
20170103,2200,1.04040,1.04111,1.04024,1.04078,885
20170103,2300,1.04085,1.04227,1.04072,1.04163,6049
20170104,0000,1.04163,1.04166,1.03910,1.03932,6248
20170104,0100,1.03932,1.04009,1.03886,1.03920,5962
20170104,0200,1.03921,1.04052,1.03919,1.04044,5094
20170104,0300,1.04042,1.04069,1.03964,1.04041,3869
20170104,0400,1.04041,1.04083,1.04013,1.04014,3681
20170104,0500,1.04014,1.04079,1.04004,1.04055,3526
20170104,0600,1.04055,1.04134,1.03980,1.04050,4509
20170104,0700,1.04050,1.04202,1.04044,1.04160,6724
